"Hours_Studied","Attendance","Previous_Scores","Motivation_Level","Family_Income","Teacher_Quality","School_Type","Parental_Education_Level","Exam_Score","gruppi","Previous_Level","Score_Groups","Study_level"
17,89,79,"Medium","Medium","Medium","Public","College",67,"11-20","2","2","2"
13,77,63,"Low","High","Low","Public","High School",63,"11-20","1","1","2"
17,72,61,"Low","Medium","Medium","Public","High School",65,"11-20","1","1","2"
19,62,91,"Low","Low","Medium","Public","College",63,"11-20","3","1","2"
17,79,67,"Low","Low","Medium","Private","High School",64,"11-20","2","1","2"
29,74,91,"High","Low","High","Public","College",72,"21-30","3","3","3"
22,70,61,"High","Low","Medium","Public","College",63,"21-30","1","1","3"
22,88,68,"Medium","Medium","Medium","Public","High School",66,"21-30","2","2","3"
24,91,55,"Low","Medium","Low","Private","College",67,"21-30","1","2","3"
13,70,75,"High","High","Medium","Public","Postgraduate",66,"11-20","2","2","2"
26,62,69,"Medium","Medium","High","Public","College",66,"21-30","2","2","3"
20,94,50,"Low","Low","High","Private","Postgraduate",68,"11-20","1","2","3"
24,60,73,"Medium","Low","Medium","Private","Postgraduate",66,"21-30","2","2","3"
14,97,54,"Medium","Medium","Medium","Public","College",68,"11-20","1","2","2"
11,85,92,"Low","Medium","Medium","Public","High School",65,"11-20","3","1","2"
25,73,75,"Low","Medium","Medium","Private","College",67,"21-30","2","2","3"
22,70,85,"Medium","High","Medium","Private","High School",64,"21-30","2","1","3"
15,60,91,"Low","Low","Medium","Private","College",59,"11-20","3","1","2"
15,69,53,"Low","High","Medium","Private","High School",60,"11-20","1","1","2"
27,66,67,"Low","High","High","Public","College",65,"21-30","2","1","3"
13,84,51,"High","Low","Medium","Public","High School",64,"11-20","1","1","2"
30,67,52,"Medium","Low","Medium","Public","High School",66,"21-30","1","2","4"
15,81,52,"Medium","Medium","Medium","Public","Postgraduate",65,"11-20","1","1","2"
24,84,74,"Medium","Medium","High","Public","High School",69,"21-30","2","2","3"
18,72,73,"Medium","Medium","Medium","Private","High School",66,"11-20","2","2","2"
24,61,53,"Medium","Low","High","Private","College",65,"21-30","1","1","3"
17,61,63,"Low","Medium","Medium","Public","College",62,"11-20","1","1","2"
19,61,62,"Medium","Medium","Medium","Public","High School",60,"11-20","1","1","2"
20,90,65,"Low","Low","High","Public","College",68,"11-20","2","2","3"
14,73,82,"Medium","Medium","Medium","Public","High School",64,"11-20","2","1","2"
24,92,85,"High","Medium","Medium","Public","College",73,"21-30","2","3","3"
17,77,67,"Low","Low","Medium","Public","College",64,"11-20","2","1","2"
19,78,89,"Medium","Medium","Medium","Public","",69,"11-20","3","2","2"
14,81,71,"Low","Low","High","Public","Postgraduate",63,"11-20","2","1","2"
5,89,76,"High","Medium","Medium","Public","College",65,"0-10","2","1","1"
19,71,57,"Medium","Medium","High","Public","High School",65,"11-20","1","1","2"
34,65,62,"High","Medium","High","Public","High School",67,"30+","1","2","4"
25,82,86,"Medium","Low","Low","Public","High School",67,"21-30","2","2","3"
20,73,99,"Low","Medium","Medium","Private","High School",66,"11-20","3","2","3"
18,78,85,"High","Low","High","Private","Postgraduate",68,"11-20","2","2","2"
20,86,53,"Medium","Low","High","Public","High School",65,"11-20","1","1","3"
23,80,57,"Medium","Low","Medium","Public","Postgraduate",66,"21-30","1","2","3"
13,85,72,"Medium","Low","Medium","Public","College",66,"11-20","2","2","2"
27,82,87,"Low","Low","High","Public","High School",69,"21-30","2","2","3"
24,90,58,"Medium","Low","Medium","Private","Postgraduate",70,"21-30","1","3","3"
24,88,88,"Medium","Medium","High","Private","Postgraduate",71,"21-30","3","3","3"
23,81,78,"High","Low","Low","Public","High School",70,"21-30","2","3","3"
20,87,89,"Low","Medium","Medium","Public","High School",68,"11-20","3","2","3"
24,95,78,"Medium","Low","High","Public","Postgraduate",73,"21-30","2","3","3"
24,77,80,"High","Low","High","Public","High School",68,"21-30","2","2","3"
18,77,62,"Low","High","Medium","Private","College",66,"11-20","1","2","2"
17,91,86,"Low","Medium","Medium","Public","Postgraduate",67,"11-20","2","2","2"
21,83,92,"Low","Medium","Medium","Private","High School",66,"21-30","3","2","3"
29,63,94,"Medium","Medium","High","Private","Postgraduate",69,"21-30","3","2","3"
13,96,51,"Medium","Low","Low","Public","Postgraduate",67,"11-20","1","2","2"
11,61,81,"High","Medium","Low","Public","High School",61,"11-20","2","1","2"
21,90,99,"Medium","Low","Medium","Private","College",70,"21-30","3","3","3"
20,90,79,"Medium","Low","Medium","Public","High School",70,"11-20","2","3","3"
21,98,59,"High","Medium","Medium","Public","College",70,"21-30","1","3","3"
21,62,94,"Low","Low","High","Private","College",64,"21-30","3","1","3"
19,84,63,"Medium","Low","Medium","Public","College",65,"11-20","1","1","2"
29,77,52,"Medium","Low","Medium","Public","College",70,"21-30","1","3","3"
10,73,72,"Low","Low","High","Public","College",62,"0-10","2","1","2"
15,64,55,"High","Medium","Low","Public","College",64,"11-20","1","1","2"
19,83,56,"Medium","Medium","Low","Private","College",67,"11-20","1","2","2"
10,79,73,"High","Low","Low","Public","High School",63,"0-10","2","1","2"
19,64,81,"High","Medium","High","Public","High School",62,"11-20","2","1","2"
30,84,95,"Medium","High","High","Public","College",72,"21-30","3","3","4"
20,90,85,"High","Low","High","Private","College",69,"11-20","2","2","3"
21,91,92,"Medium","Low","Medium","Private","High School",72,"21-30","3","3","3"
12,96,71,"High","Medium","Medium","Private","College",68,"11-20","2","2","2"
16,76,66,"Low","Medium","Medium","Private","Postgraduate",64,"11-20","2","1","2"
18,98,80,"Low","Low","Medium","Private","College",72,"11-20","2","3","2"
18,95,85,"Low","Low","High","Public","College",73,"11-20","2","3","2"
28,72,78,"Low","Medium","Low","Private","College",67,"21-30","2","2","3"
23,66,63,"Medium","Low","Medium","Public","College",64,"21-30","1","1","3"
13,77,68,"Low","High","Medium","Private","High School",65,"11-20","2","1","2"
21,76,72,"Low","Low","High","Public","High School",67,"21-30","2","2","3"
23,83,51,"Low","Medium","High","Public","College",68,"21-30","1","2","3"
27,83,94,"Medium","Low","High","Public","High School",72,"21-30","3","3","3"
29,90,76,"Low","Medium","Low","Public","High School",71,"21-30","2","3","3"
14,80,88,"Medium","Medium","Medium","Private","High School",66,"11-20","3","2","2"
15,64,59,"Low","Low","Medium","Public","High School",59,"11-20","1","1","2"
12,94,78,"Medium","Medium","High","Public","High School",68,"11-20","2","2","2"
19,72,96,"Low","Low","Low","Public","High School",64,"11-20","3","1","2"
23,99,61,"Low","High","High","Private","High School",70,"21-30","1","3","3"
26,65,67,"Medium","High","Medium","Private","High School",65,"21-30","2","1","3"
20,98,69,"High","High","High","Public","College",72,"11-20","2","3","3"
18,64,69,"Medium","High","Medium","Public","College",66,"11-20","2","2","2"
21,69,80,"High","Medium","High","Public","College",68,"21-30","2","2","3"
15,62,70,"Medium","Low","Medium","Private","College",62,"11-20","2","1","2"
33,88,84,"Medium","Low","Medium","Public","High School",70,"30+","2","3","4"
10,94,74,"High","High","Medium","Public","College",70,"0-10","2","3","2"
21,77,58,"Medium","Low","High","Public","College",64,"21-30","1","1","3"
32,97,97,"Low","Low","High","Public","College",76,"30+","3","3","4"
20,84,62,"High","Medium","Medium","Public","College",67,"11-20","1","2","3"
19,85,78,"Low","Low","High","Private","College",69,"11-20","2","2","2"
18,94,53,"Medium","Medium","High","Public","High School",68,"11-20","1","2","2"
19,72,96,"Low","Medium","High","Public","Postgraduate",67,"11-20","3","2","2"
28,74,96,"Low","High","High","Private","High School",69,"21-30","3","2","3"
7,96,68,"Medium","Low","High","Public","High School",67,"0-10","2","2","1"
29,96,56,"Low","Low","High","Private","High School",73,"21-30","1","3","3"
11,99,88,"High","Medium","Low","Private","College",71,"11-20","3","3","2"
18,96,63,"Medium","Low","Medium","Private","Postgraduate",70,"11-20","1","3","2"
17,65,85,"Medium","Low","Medium","Private","",65,"11-20","2","1","2"
24,93,96,"Medium","Medium","Medium","Public","Postgraduate",73,"21-30","3","3","3"
10,76,80,"Medium","Low","High","Public","Postgraduate",65,"0-10","2","1","2"
23,100,93,"Medium","Low","Medium","Private","Postgraduate",73,"21-30","3","3","3"
32,79,61,"Medium","Low","High","Public","College",70,"30+","1","3","4"
12,82,96,"High","Low","Low","Private","College",66,"11-20","3","2","2"
21,81,61,"High","Medium","Low","Public","High School",66,"21-30","1","2","3"
16,73,61,"Low","Low","High","Private","High School",64,"11-20","1","1","2"
23,63,94,"High","Medium","Medium","Public","Postgraduate",68,"21-30","3","2","3"
20,96,78,"Medium","High","High","Public","High School",70,"11-20","2","3","3"
16,92,90,"High","High","Medium","Private","High School",72,"11-20","3","3","2"
23,66,90,"Medium","Low","Medium","Public","High School",66,"21-30","3","2","3"
31,91,82,"Medium","Medium","High","Public","High School",74,"30+","2","3","4"
19,85,59,"Low","Medium","High","Private","College",67,"11-20","1","2","2"
24,76,85,"Medium","Low","Medium","Private","Postgraduate",71,"21-30","2","3","3"
12,70,53,"Medium","Low","Medium","Public","High School",60,"11-20","1","1","2"
14,94,60,"Medium","High","Medium","Public","College",68,"11-20","1","2","2"
23,88,82,"Medium","Medium","Medium","Private","College",69,"21-30","2","2","3"
29,82,95,"Medium","Medium","High","Public","College",74,"21-30","3","3","3"
22,84,89,"Medium","Medium","Medium","Public","High School",71,"21-30","3","3","3"
18,64,67,"High","Low","Medium","Private","College",63,"11-20","2","1","2"
20,79,91,"High","Low","Medium","Private","College",66,"11-20","3","2","3"
12,68,98,"Medium","Medium","High","Private","High School",65,"11-20","3","1","2"
24,68,67,"High","Low","High","Private","High School",60,"21-30","2","1","3"
25,86,59,"Medium","Low","Medium","Public","High School",69,"21-30","1","2","3"
17,96,60,"Medium","Low","Medium","Public","College",69,"11-20","1","2","2"
17,76,70,"Low","High","Medium","Public","Postgraduate",67,"11-20","2","2","2"
22,68,53,"High","Medium","Medium","Public","High School",65,"21-30","1","1","3"
17,86,74,"Medium","Low","High","Private","College",70,"11-20","2","3","2"
20,95,87,"Low","Low","Medium","Private","Postgraduate",71,"11-20","2","3","3"
33,90,77,"Medium","Medium","High","Public","Postgraduate",73,"30+","2","3","4"
19,95,99,"Medium","Low","Medium","Public","Postgraduate",70,"11-20","3","3","2"
18,81,73,"High","Medium","High","Public","High School",67,"11-20","2","2","2"
16,90,51,"Medium","High","Medium","Public","High School",67,"11-20","1","2","2"
24,66,74,"Medium","High","High","Public","College",65,"21-30","2","1","3"
19,74,96,"Medium","High","Medium","Public","College",69,"11-20","3","2","2"
16,76,55,"Medium","Low","","Public","Postgraduate",65,"11-20","1","1","2"
28,80,61,"Low","Low","Medium","Private","College",68,"21-30","1","2","3"
29,97,86,"Medium","Medium","Medium","Public","College",74,"21-30","2","3","3"
16,95,65,"High","Medium","Medium","Private","College",68,"11-20","2","2","2"
9,65,88,"Low","Low","Medium","Public","College",61,"0-10","3","1","1"
26,67,71,"High","Low","Medium","Public","Postgraduate",67,"21-30","2","2","3"
16,74,90,"Medium","Low","Medium","Private","High School",66,"11-20","3","2","2"
25,72,78,"Low","Medium","High","Public","High School",69,"21-30","2","2","3"
8,85,54,"Low","Low","High","Private","High School",62,"0-10","1","1","1"
25,96,69,"Low","Low","Medium","Public","High School",71,"21-30","2","3","3"
13,98,67,"Medium","Medium","Medium","Private","Postgraduate",71,"11-20","2","3","2"
24,86,91,"Low","Low","High","Private","College",72,"21-30","3","3","3"
20,94,81,"Low","Medium","High","Public","High School",69,"11-20","2","2","3"
14,81,89,"Medium","Low","High","Private","College",67,"11-20","3","2","2"
18,68,69,"Medium","Low","High","Public","High School",63,"11-20","2","1","2"
24,81,85,"Medium","Medium","High","Public","College",68,"21-30","2","2","3"
21,82,53,"Low","High","Medium","Public","Postgraduate",69,"21-30","1","2","3"
24,90,52,"Low","Low","Medium","Public","College",65,"21-30","1","1","3"
32,69,64,"Medium","Medium","Medium","Public","Postgraduate",70,"30+","2","3","4"
11,75,89,"Medium","High","High","Private","College",65,"11-20","3","1","2"
30,75,77,"Medium","Low","Medium","Public","High School",67,"21-30","2","2","4"
21,98,70,"Medium","Low","High","Public","College",72,"21-30","2","3","3"
15,78,95,"High","High","High","Public","High School",69,"11-20","3","2","2"
12,90,75,"Low","Medium","Medium","Public","Postgraduate",69,"11-20","2","2","2"
19,90,81,"Medium","High","High","Public","College",71,"11-20","2","3","2"
26,71,99,"Medium","Medium","High","Public","High School",67,"21-30","3","2","3"
19,83,76,"Low","Low","Low","Public","Postgraduate",65,"11-20","2","1","2"
29,96,89,"Medium","Low","High","Public","High School",70,"21-30","3","3","3"
11,79,71,"Low","Medium","Medium","Private","College",63,"11-20","2","1","2"
20,98,52,"Medium","Medium","Medium","Private","College",71,"11-20","1","3","3"
12,69,92,"Low","Medium","Medium","Public","College",64,"11-20","3","1","2"
22,63,97,"High","Medium","Medium","Private","High School",69,"21-30","3","2","3"
25,96,72,"Low","Low","Medium","Private","High School",69,"21-30","2","2","3"
17,94,75,"Medium","Low","High","Public","Postgraduate",70,"11-20","2","3","2"
4,100,71,"Low","Low","Medium","Private","High School",64,"0-10","2","1","1"
21,87,100,"Low","Low","Medium","Public","High School",70,"21-30","3","3","3"
23,97,95,"Medium","Medium","High","Private","Postgraduate",74,"21-30","3","3","3"
22,93,52,"Medium","Low","Medium","Public","College",69,"21-30","1","2","3"
27,94,89,"Medium","Low","Medium","Private","College",73,"21-30","3","3","3"
14,83,80,"Medium","Medium","High","Private","College",66,"11-20","2","2","2"
24,75,51,"High","Medium","High","Public","High School",67,"21-30","1","2","3"
27,97,72,"Medium","Low","Medium","Public","College",76,"21-30","2","3","3"
9,77,57,"Low","Medium","Low","Public","High School",61,"0-10","1","1","1"
22,82,94,"High","Medium","Medium","Public","High School",68,"21-30","3","2","3"
17,78,51,"High","Low","Medium","Private","High School",63,"11-20","1","1","2"
20,83,94,"Medium","Low","Medium","Public","High School",67,"11-20","3","2","3"
22,79,97,"Low","High","Medium","Public","High School",66,"21-30","3","2","3"
17,62,54,"Low","Medium","High","Public","College",62,"11-20","1","1","2"
16,95,86,"Medium","Low","High","Private","High School",69,"11-20","2","2","2"
20,78,77,"Medium","Medium","Medium","Private","High School",67,"11-20","2","2","3"
13,84,98,"Low","Medium","Medium","Public","College",66,"11-20","3","2","2"
13,66,90,"Medium","Low","Medium","Public","High School",63,"11-20","3","1","2"
24,60,85,"Low","High","Medium","Public","Postgraduate",64,"21-30","2","1","3"
13,70,96,"High","Medium","Medium","Private","Postgraduate",64,"11-20","3","1","2"
24,88,58,"Medium","Low","High","Public","High School",67,"21-30","1","2","3"
23,64,69,"High","High","Medium","Public","High School",66,"21-30","2","2","3"
10,96,92,"Medium","Low","Low","Public","High School",68,"0-10","3","2","2"
16,69,55,"Medium","Medium","High","Public","High School",62,"11-20","1","1","2"
27,68,97,"Low","Medium","Medium","Public","College",68,"21-30","3","2","3"
14,67,87,"Medium","Medium","Medium","Private","High School",63,"11-20","2","1","2"
17,61,72,"Low","Medium","High","Public","High School",62,"11-20","2","1","2"
23,91,67,"High","Low","Medium","Public","College",72,"21-30","2","3","3"
25,95,57,"Low","Low","Medium","Public","High School",69,"21-30","1","2","3"
18,85,55,"High","Medium","High","Public","High School",67,"11-20","1","2","2"
16,68,71,"Medium","High","High","Private","High School",65,"11-20","2","1","2"
29,71,92,"Low","Low","Medium","Public","High School",69,"21-30","3","2","3"
30,79,77,"Medium","Low","Medium","Public","High School",72,"21-30","2","3","4"
26,98,73,"Medium","Low","Low","Public","High School",70,"21-30","2","3","3"
21,70,66,"Medium","Medium","Low","Public","College",91,"21-30","2","3","3"
15,89,58,"Low","Low","Medium","Public","High School",65,"11-20","1","1","2"
15,78,100,"Low","Low","Medium","Public","High School",62,"11-20","3","1","2"
23,72,51,"Medium","Low","Medium","Private","College",65,"21-30","1","1","3"
23,78,66,"Medium","Medium","High","Public","College",67,"21-30","2","2","3"
